alert_id,transaction_id,account_id,alert_type,alert_severity,alert_reason,predicted_typology,typology_confidence,nlp_triage_score,nlp_triage_band,nlp_triage_reasons,suggested_review_queue
ALERT000289,TXN0001651,ACCT000135,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000290,TXN0001654,ACCT000147,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000291,TXN0001656,ACCT000685,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000292,TXN0001660,ACCT000470,amount_spike,high,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000293,TXN0001663,ACCT000022,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,85,High,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000294,TXN0001664,ACCT000360,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,78,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000295,TXN0001671,ACCT000516,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000296,TXN0001672,ACCT000358,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000297,TXN0001673,ACCT000113,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,96,Critical,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000298,TXN0001695,ACCT000280,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000299,TXN0001698,ACCT000238,structuring_indicator,high,Synthetic alert generated for round number payments.,structuring,0.9,91,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000300,TXN0001702,ACCT000296,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,100,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000301,TXN0001712,ACCT000420,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000302,TXN0001721,ACCT000622,new_beneficiary,high,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,76,High,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000303,TXN0001722,ACCT000541,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000304,TXN0001725,ACCT000036,structuring_indicator,high,Synthetic alert generated for round number payments.,structuring,0.9,91,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000305,TXN0001741,ACCT000334,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000306,TXN0001743,ACCT000116,shared_device,high,Synthetic alert generated for shared device behaviour.,shared_device,0.9,78,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000307,TXN0001747,ACCT000287,velocity_rule,high,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,86,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000308,TXN0001753,ACCT000267,velocity_rule,high,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,86,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000309,TXN0001755,ACCT000117,structuring_indicator,high,Synthetic alert generated for round number payments.,structuring,0.9,91,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000310,TXN0001757,ACCT000178,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000311,TXN0001758,ACCT000355,mule_activity,high,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,93,Critical,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000312,TXN0001760,ACCT000256,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000313,TXN0001761,ACCT000657,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000314,TXN0001772,ACCT000590,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000315,TXN0001776,ACCT000189,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000316,TXN0001785,ACCT000128,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000317,TXN0001787,ACCT000421,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,93,Critical,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000318,TXN0001797,ACCT000286,structuring_indicator,high,Synthetic alert generated for round number payments.,structuring,0.9,91,Critical,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000319,TXN0001802,ACCT000273,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,93,Critical,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000320,TXN0001804,ACCT000548,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000321,TXN0001811,ACCT000510,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000322,TXN0001821,ACCT000061,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000323,TXN0001823,ACCT000632,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,85,High,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000324,TXN0001826,ACCT000067,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,88,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; PRIORITISED_ALERT_HIGH_OR_CRITICAL; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000325,TXN0001833,ACCT000572,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000326,TXN0001850,ACCT000033,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,100,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; PRIORITISED_ALERT_HIGH_OR_CRITICAL; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000327,TXN0001853,ACCT000467,amount_spike,high,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000328,TXN0001854,ACCT000318,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000329,TXN0001856,ACCT000485,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000330,TXN0001860,ACCT000127,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000331,TXN0001872,ACCT000636,mule_activity,high,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,93,Critical,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000332,TXN0001876,ACCT000567,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000333,TXN0001883,ACCT000233,new_beneficiary,medium,Synthetic alert generated for new beneficiary risk.,shared_beneficiary,0.75,68,Medium,TYPOLOGY:shared_beneficiary; ORIGINAL_LABEL_HINT:new_beneficiary_risk; NETWORK_HIGH_OR_CRITICAL,Network risk review
ALERT000334,TXN0001884,ACCT000298,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000335,TXN0001886,ACCT000696,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000336,TXN0001903,ACCT000021,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000337,TXN0001904,ACCT000081,amount_spike,high,Synthetic alert generated for unusual amount spike.,unknown,0.75,38,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000338,TXN0001907,ACCT000685,mule_activity,medium,Synthetic alert generated for mule account style behaviour.,mule_account,0.9,85,High,"TYPOLOGY:mule_account; KEYWORD:mule, KEYWORD:mule-account; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000339,TXN0001911,ACCT000534,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000340,TXN0001914,ACCT000672,jurisdiction_risk,high,Synthetic alert generated for high risk jurisdiction exposure.,high_risk_jurisdiction,0.9,88,High,"TYPOLOGY:high_risk_jurisdiction; KEYWORD:higher-risk, KEYWORD:destination country; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",AML review
ALERT000341,TXN0001917,ACCT000195,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000342,TXN0001919,ACCT000150,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000343,TXN0001920,ACCT000407,shared_device,high,Synthetic alert generated for shared device behaviour.,shared_device,0.9,78,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000344,TXN0001924,ACCT000332,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000345,TXN0001925,ACCT000327,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000346,TXN0001926,ACCT000049,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000347,TXN0001932,ACCT000048,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000348,TXN0001938,ACCT000009,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000349,TXN0001939,ACCT000433,amount_spike,medium,Synthetic alert generated for unusual amount spike.,unknown,0.75,30,Low,TYPOLOGY:unknown; ORIGINAL_LABEL_HINT:unusual_amount_spike; NETWORK_HIGH_OR_CRITICAL,Monitoring queue
ALERT000350,TXN0001952,ACCT000018,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000351,TXN0001960,ACCT000665,rapid_movement,high,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,94,Critical,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; HIGH_ALERT_SEVERITY; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000352,TXN0001964,ACCT000372,structuring_indicator,medium,Synthetic alert generated for round number payments.,structuring,0.9,83,High,"TYPOLOGY:structuring; KEYWORD:round-number, KEYWORD:repeated round; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000353,TXN0001966,ACCT000405,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,70,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; NETWORK_HIGH_OR_CRITICAL",Network risk review
ALERT000354,TXN0001980,ACCT000132,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000355,TXN0001987,ACCT000594,velocity_rule,medium,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,78,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000356,TXN0001991,ACCT000683,velocity_rule,high,Synthetic alert generated for high transaction velocity.,rapid_movement,0.9,86,High,TYPOLOGY:rapid_movement; KEYWORD:short time window; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000357,TXN0001998,ACCT000117,rapid_movement,medium,Synthetic alert generated for rapid movement of funds.,rapid_movement,0.9,86,High,"TYPOLOGY:rapid_movement; KEYWORD:rapid inbound, KEYWORD:outbound movement; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Financial crime investigation
ALERT000358,TXN0001999,ACCT000338,account_takeover,high,Synthetic alert generated for account takeover style behaviour.,account_takeover,0.9,98,Critical,TYPOLOGY:account_takeover; KEYWORD:unusual access; HIGH_ALERT_SEVERITY; NETWORK_HIGH_OR_CRITICAL,Financial crime investigation
ALERT000359,TXN0002001,ACCT000344,shared_device,medium,Synthetic alert generated for shared device behaviour.,shared_device,0.9,88,High,"TYPOLOGY:shared_device; KEYWORD:device reuse, KEYWORD:multiple account; PRIORITISED_ALERT_HIGH_OR_CRITICAL; ANOMALY_OVERLAP; NETWORK_HIGH_OR_CRITICAL",Network risk review
